title	author	editor	pub	pubplace	date	edition	vols	pages	url	ia_url	cover_urls
 تهافت التهافت (ط العصرية)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 د. صلاح الدين الهواري	 المكتبة العصرية للطباعة والنشر	 بيروت	 2001م	 الأولى 	 1 	 416 	https://www.lisanarb.com/2024/04/pdf_815.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgegGAvKRNY7fUrElUf-7kIOV2vq52ah-BlrToGJneKJoCGCH-yU53gLzHVIdo2H3Gg-KgGeRNB_puTki6UxYYtQKKd9bzv9vgiMW31fIkIXI_lBeHagS9TamqghXC7pXf8KDLIp8PSCBxsuaB0nXBY-b1VkCmwv9vE2luMX_czdCM8YDiCTlsVFhHe/w294-h400-rw/oNXy11.jpg
 تهافت التهافت (ط الثقافة)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 سليمان دنيا	 الهيئة العامة لقصور الثقافة		 2017م	 الأولى 	 1 		https://www.lisanarb.com/2024/04/pdf_255.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj2ZSiYciLDGJ7iDLrqRfT6PgyrB8olwFyvECHMWBT1YkZv_XR5ECOFmkHDxuNZS8Y8HQil8EepsefUPMVT1g-zIHXdondon9N9oZFudFnk41j3eHjGLABvfn14GCkdi5JPAGn7SGP_AbM-5RdBHfsvbjdwZ9hMfbeALiwDiyEdtKGy5mjd_AlYXyHR/w294-h400-rw/oNXy9.jpg
 تهافت التهافت (دار الجمل)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)			 كولونيا، ألمانيا	 2017م	 الأولى 	 1 	 796 	https://www.lisanarb.com/2024/04/pdf_941.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgfjP7PZVsmRIov-PgeunSY6b9uFty8x07nuRCgR42t0IxcUqSthqBjGGZ8bExu8m2EnkEI0D2Uv7nb3qDCIWAHfs2Ohyphenhyphen6buDSDrf-UO8jb69j1duVwE5cOCUbMo8Hb65hkR78nQjKaHXkqYKdfvuHBeH3un0kGbM1UttId1ifBYkxBGIiJ49pRNb3f/w294-h400-rw/oNXy8.jpg
 تهافت التهافت (دار التقوى)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)			 القاهرة	 2018م	 الأولى 	 1 	 544 	https://www.lisanarb.com/2024/04/pdf_902.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjp0RNOJkm6qDozlygxrIT6AnB_cTxW0Ywz7JNAfOViDqtj-ApqPWhxA8E7Uk_Xi5acRGVNZBEuxFDe7rrFwWun6JkHVbPlfDgb79xLYIAUaF3UoH4rZDzzoW_I7N_9XEbcRQWgQOc8WwD0CyaeFKaYuJjbJMAKbaCql4SVJqylVAUczkJ5jCYxo9UV/w294-h400-rw/oNXy7.jpg
 تهافت ابن رشد في كتابه تهافت التهافت؛ مظاهره؛ آثاره؛ أسبابه	 د. خالد كبير علال		 مؤسسة الوراق للنشر والتوزيع	 عمان، الأردن	 2015م	 الأولى 	 1 	 336 	https://www.lisanarb.com/2024/04/pdf_505.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiXOJMySEPEG4hSlIymyJjQgIqIq0gxv6p1EKxxo-hiU2uYSN6gF_3unM4rASeGCZYH53h9PHHIQezWRrWDLKIZXfhiyDjjWn5tlIoH-9KiU7d1zw_FPwtSz8HWHNzQcAwRF9iqGt0rSEFsN0KlXNnAeVq0EkyeaggBpkfF-xGnE-cu1ILcup8THKXO/w294-h400-rw/oNXy6.jpg
 تمثيلات واستعارات ابن رشد من منطق البرهان إلى منطق الخطابة	 د. فؤاد بن أحمد		 منشورات ضفاف، منشورات الاختلاف		 2012م	 الأولى 	 1 	 390 	https://www.lisanarb.com/2024/04/pdf_155.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjPE8pbVvIb1d99jLVYx_q4dAMTt1hxihOXTiFqPRFlznhJZPqK-_xhfHT1gKjmFuvaZk6gU2wzpw07k_24UPHllnZJZYhK1PNkkfnCDY9eLR3Wj0_DwuqTFvtvAPJNY0hOPjLzyb_OKibghMiJb4zaERyDGL78-lmt1CDNbiQT2yVur0CfJ-_4n73p/w294-h400-rw/oNXy5.jpg
 تلخيص كتاب أرسطو طاليس في الجدل	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 د. محمد سليم سالم	 الهيئة المصرية العامة للكتاب	 مصر	 1980م	 الأولى 	 1 	 502 	https://www.lisanarb.com/2024/04/pdf_421.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi4Lh2uBtUF69r50Shnt2RohAEifHsba6ETMCYB-qfx5WDt-CPRdh8t7KRtzJGDYkIQdYLBj8Sd2AT-mDEoG0RPPh19XMAHX9gnY2-pl9w_wQ2_fxwS4HBd-DIUCAcwt7O4JTbwrK9vDkW0YkZNBzKG-taE3jGSoY6-VUs7mmtUGVUrxNXH24f7C1qI/w294-h400-rw/oNXy4.jpg
 تلخيص السياسة لأفلاطون (دار التكوين)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 د. حسن مجيد العبيدي	 دار التكوين للطباعة والنشر والتوزيع	 جدة - الرياض	 2008م	 الأولى 	 1 	 240 	https://www.lisanarb.com/2024/04/pdf_482.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjzQ7oT10fnd43wSCXXvP8UFG8xuwQ33CYbdMCiD18aIdLig1j2-OD9lNdWMKHFkQXQlEFwoFIkR9cJHTFTotmaICdlEtZdQ-HPlrKmyBzhrnO5ssPSSrehwoHrspYPzcp32X8MWSbPRU7a02J-xHaX-uw-JwLgj21XdDHDKxoq98Fq9EMZ7f5HjSBd/w294-h400-rw/oNXy3.jpg
 تلخيص السفسطة لأرسطوطاليس (دار التكوين)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)		 التكوين للطباعة والنشر والتوزيع	 جدة - الرياض	 2005م	 الأولى 	 1 	 97 	https://www.lisanarb.com/2024/04/pdf_405.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgo1dOHt80hXB6SY4tibtXgJIcKzKfY-7X3-DvJTSQQXu5e2gomJz4X0ln7pa6Cf7lsxx7MAjlsvjW_orDtTfPm6zwEKFfuul-lEJjb0BIK_78msMo_JNbhawfXb2bv35C5y4I5fIjQPE00nA_2qCykfcv13aHdSNfbkajse0j97juIZ0Fq2jGJDwhB/w294-h400-rw/oNXy2.jpg
 تلخيص السياسة (دار الطليعة)	 ابن رشد الحفيد, أبو الوليد بن رشد القرطبى (ت 595 هـ)	 حسن مجيد العبيدي - فاطمة كاظم الذهبي		 بيروت، لبنان	 2002م	 2	 1 	 240 	https://www.lisanarb.com/2024/04/pdf_387.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjX_MsbYJnv0jBLajfdNM_RdeOzaJvukqzpYErY9G2gJ5R7wo-G_8kVQdRQ3fQiaS_H23tt-I7KaprgeWCoN-zTp7WXoKPtzXhbqP902ntWysPECCmjckWdJmSEUTUwqpVtaHnvoZRVjLIQrP6JNkz_c-m_EwPx5q7-rhgUyoX9fUzQHw7xn7GdC0kp/w294-h400-rw/oNXy1.jpg
 الإعراب الميسر؛ في قواعد اللغة العربية	 محمد يوسف خضر			 الأردن	 1986م	 الأولى 	 1 	 132 	https://www.lisanarb.com/2024/04/pdf_578.html	https://archive.org/download/lis_n108/lisanarb.com_n1807.pdf https://archive.org/stream/lis_n108/lisanarb.com_n1807#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEikTj7WC8k3dZzDFlcpKku9DyXW3UUw8dMqRmpTrX9Vru64Aup81-0p7OeRB64cMhIMm9gcbbysIjBB1XxMk5AOB5FSplyyRETneQuaT-NQwiJSG4SsLMqARKi7DwGDQxKVUzIjpYWthIr_9dhhfa07QSdDD4fHLo_edYcXo7DVZxL2EOXkJb_InEc_/w318-h400-rw/q2226.jpg
 الآجرومية العصرية فى علم النحو لطلاب السنة الأولى بالمعاهد الدينية الإسلامية	 عبد المتعال الصعيدي		 المطبعة الرحمانية للطباعة والنشر والتوزيع	 مصر 	 1339هـ ، 1921م	 الأولى	 1 	 96 	https://www.lisanarb.com/2024/04/pdf_480.html	https://archive.org/download/lis_n108/lisanarb.com_n1803.pdf https://archive.org/stream/lis_n108/lisanarb.com_n1803#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjT4egFir1M1RIIQl9WaH6iU4CS9FPPfERCofBKOk40dmARnbw9jU77fghkRj7VXAHSnp2qtH5rpG67Pu4Hq9v8Sm6tyUQvBpcykqx1OfFwTuvFbru_VSbIiaGc_7fw5efvtAf-2CpfF9EfaoO0UEzbLu0lVBebSczb3IDVgpcL001ZnzNMR2Tg2WgE/w318-h400-rw/q2225.jpg
 إعراب كتاب مبدأ القراءة	 محمد عبد الرحيم القيرغيزستاني		 المؤلف		 1444هـ ، 2023م	 الأولى	 1 	 208 	https://www.lisanarb.com/2024/04/pdf_181.html	https://archive.org/download/lis_n108/lisanarb.com_n1802.pdf https://archive.org/stream/lis_n108/lisanarb.com_n1802#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjO5z96x7Ip6NYaGphw7px246ux3RMsQ299mIF6VC5BX8zXS3c3oIM0MceORgRQ7gx48mwiWQdltSlC02fbdPDEpy1nhWWVuGcvidAyvULwoe3UqVOLhRW3qw55_9mBCJkohV749hkpPrhXz39dPMJ8uIXyAehGoCzRyDM12c1BuQeX1gtBXbCLfFsO/w318-h400-rw/q2223.jpg
 إعراب كتاب رياض الصالحين (مفهرس)	 الإمام أبي زكريا يحيى بن شرف الدين النووى (ت 676هـ)	 الدكتور فخر الدين قباوة	  مكتبة لبنان ناشرون | بالتعاون مع صائغ	 بيروت 	 1439هـ ، 2018م	 الأولى	 2 	 1149 	https://www.lisanarb.com/2024/04/pdf_548.html	https://archive.org/download/lis_n108/lisanarb.com_n1801.pdf https://archive.org/stream/lis_n108/lisanarb.com_n1801#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEju9Qd-KSlpWaagEEyhCDtKVPN4uI1vPnfjqAC47yh-8VDLgGhwBD9KPDGwxk3ZaoNWQnerRyGBYMqjSAT3MG7Lzu22m-eiO4Fr4c4lDxqfHdGOE3ZRlhuQRPdsf8kWX_IPCHzSox0j8uLNYongvUF1Q7AInwzBzIe3J0hLSeCIQn13fj6RLCsfDK8Q/w318-h400-rw/q2222.jpg
 إعراب أذكار الصلاة المكتوبة وكشف أسرارها المحجوبة	 القاضي العلامة علي بن محمد البكري (ت 882هـ)	 الدكتور عبد الكريم بن مصطفى مدلح	 المكتبة العصرية للطباعة والنشر والتوزيع	 بيروت	 1431هـ ، 2011م	 الأولى	 1 	 161 	https://www.lisanarb.com/2024/04/pdf_476.html	https://archive.org/download/lis_n0107/lisanarb.com_n1709.pdf https://archive.org/download/lis_n107/lisanarb.com_n1709.pdf https://archive.org/stream/lis_n0107/lisanarb.com_n1709#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjfy1VFxlgFpVc0rAV8YNgrlilbfvKwFsQUzlCUgsGYxnTachq5e15NpU6pDLFj0kZ4f4JCGsGSZPS-3IVdVXwYGc74bs9PekjYnotx7uaZiYnsq9LeOuAGgIKUuqq-zOze6zsT7jXvUSb53Zcyapm2E8JNJCUEIAqQIOUt5ShqvxkcuQobB9aYqNBK/w318-h400-rw/q2221.jpg
 إعراب ثلاثين سورة من القرآن الكريم (طبعة 2)	 أبو عبد الله الحسين بن أحمد بن خالويه (م 370هـ)		 دار الكتب العلمية للطباعة والنشر والتوزيع	 بيروت	 2011م	 2	 1 	 254 	https://www.lisanarb.com/2024/04/2-pdf_28.html	  https://archive.org/download/lis_q221/lisanarb.com_q2104.pdf  https://archive.org/stream/lis_q221/lisanarb.com_q2104#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjvB_kxvgswyP8IXyfqVOYr9Q8hlulBRRRtuhy0FJ3n71FcndPiHeuR5AzCQrBq-z6CnSaQkpln45be4HR4jA_HquH1ABQh8h7Ek1SL8ahX1INSeUNMKiC0yigR-b6lrFfValW-nHpLzju950Qaawh1vejQzbd2qkhqgRaEUZEPygCO63HJ5EUg0HNN/w318-h400-rw/q2215.jpg
 إعراب ثلاثين سورة من القرآن الكريم (ط الهلال)	 أبو عبد الله الحسين بن أحمد بن خالويه (ت 370هـ)		 دار ومكتبة الهلال للطباعة والنشر والتوزيع	 مصر	 1985م	 الأولى	 1 	 251 	https://www.lisanarb.com/2024/04/pdf_885.html	https://archive.org/download/lis_q220/lisanarb.com_q2009.pdf https://archive.org/download/lis_e3r06/lis_e3r0608.pdf https://archive.org/stream/lis_q220/lisanarb.com_q2009#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEihIkpI4dWs1gWwCPDHa6dcrjeFm33FulZquBtgSCvIk0ATPMIPo8Z7r7Kdia4LKJWA34szYoWePBTCIBleai_exeonI7hllpX3GxMxCbDXNnYM3CRAu7tW8eHiF6sL3PVfgAWRf_1EsTQYHAyAOV2VISYu7mxwq7NKLoTgBZaAuvzlfgpUEeBLvzbP/w318-h400-rw/q2214.jpg
 إعراب ثلاثين سورة من القرآن الكريم (ط الزهراء)	 أبو عبد الله الحسين بن أحمد بن خالويه (ت 370هـ)		 مكتبة الزهراء للطباعة والنشر والتوزيع	 مصر	 1390هـ	 الأولى	 1 	 262 	https://www.lisanarb.com/2024/04/pdf_126.html	https://archive.org/download/lis_q225/lisanarb.com_q2508.pdf https://archive.org/stream/lis_q225/lisanarb.com_q2508#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiYke_NPeTqoDUx3WapsQW3uCkBVrdU-MKP6bQEyiQf0zyX4RTel8Eq5-6dGeiI26ECpqjPnCq9ux4KSdFoj5roRdc3ht-Ghq1TSQQMM9jFVu1GsCdk5Vtk2oBFdXC0hfXMLZS3h9yA1Q-UIymkEgVj5fANBNt7oTqCSonJDjWgpzijQMPrCKujM6qF/w318-h400-rw/q2213.jpg
 إعراب القراءات السبع وعللها (ط العلمية)	 أبو عبد الله الحسين بن أحمد بن خالويه (ت 370هـ)	 أبو محمد الأسيوطي	 دار الكتب العلمية للطباعة والنشر والتوزيع	 بيروت	 1427هـ ، 2006م	 الأولى	 1 	 560 	https://www.lisanarb.com/2024/04/pdf_562.html	https://archive.org/download/lis_q220/lisanarb.com_q2008.pdf https://archive.org/stream/lis_q220/lisanarb.com_q2008#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhb5Sylw9YaRB4eN8H1fPpbyq2berHLL1eIUq_Lq9wQYXkNFx64_lpbx_3eIMdwIDbBFGz6nkVZMF82uoUx1O3J9V1IG9GpRKXMwmckUBJe1bjBPQxc4xDPTa7Dz7YO8gIB1bxwdfb6BWTBxN6vk6Xg86A_1UVwz0PAZYP67S0mNytpHnBUIPbokY7t/w318-h400-rw/q2212.jpg
 إعراب القراءات السبع وعللها (ط الخانجي)	 أبو عبد الله الحسين بن أحمد بن خالويه (ت 370هـ)	 د. عبد الرحمن بن سليمان العثيمين	 مكتبة الخانجي للطبع والنشر	 مصر	 1413هـ ، 1992م 	 الأولى	 2 	 1204 	https://www.lisanarb.com/2024/04/pdf_839.html	https://archive.org/download/lis_q221/lisanarb.com_q2101.pdf https://archive.org/download/lis_q221/lisanarb.com_q2102.pdf https://archive.org/download/lis_e3r01/lis_e3r0108_1.pdf https://archive.org/download/lis_e3r01/lis_e3r0108_2.pdf https://archive.org/stream/lis_q221/lisanarb.com_q2101#mode/2up https://archive.org/stream/lis_q221/lisanarb.com_q2102#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEis9JFPLXmpRmpcXFsBTmpuEhGFkXNbwLhw9BWqf5picKQlQ49RpMwotV2Ck1JEuornyOvZH0Lxg7cH_jsWgKFpcw9T6_U6YaEA5aQn6wSj7X3bKuKg4SKGvrYuSMzXj3ItKshycrTcp8AVdmrn61rUhekvDx1TFoEi1dVrlPMf-sKza4ZV2TnAnIwj/w318-h400-rw/q2211.jpg
 المجموعة الثالثة ( 17 ) من الحرف اليدوية إلى الصناعة	 ▫️		 مكتبة سمير للنشر	 بيروت	 1972م	 الأولى 	 1 	 14 	https://www.lisanarb.com/2024/04/17-pdf.html	 https://archive.org/download/lis_at141/lis_at14117.pdf https://archive.org/stream/lis_at141/lis_at14117#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjyOr-ra-zgX2B78G37dBQN4RIL1ssG2WtCKfEjsazJcxYuYbjUXZ6Qe-KmXlNJGnLRTe6e0Ws-PYwz1xD14s23z3RZ8z2g6aCGv_qm4WAndS7vin8rkTrWnS_ZfGxjMkVhrB8WWjfzOb6RcNv52ZT2NunmogU24Y0jCkkbAhMLk2T_qMqF1-zTib2x/w318-h400-rw/t1415.jpg
 المجموعة الثالثة ( 16 ) من الحرف اليدوية إلى الصناعة	 ▫️		 مكتبة سمير للنشر	 بيروت	 1972م	 الأولى 	 1 	 14 	https://www.lisanarb.com/2024/04/16-pdf.html	 https://archive.org/download/lis_at141/lis_at14116.pdf https://archive.org/stream/lis_at141/lis_at14116#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiC1FoP_HG15xS-43B3WlidbPyV3wAI1E1GJDUwvJ1ZDQxel-YEFRlJyGasY2Hty1EOKZ2rPJNBSq7lQUxogALujbm-rWMrFZqclwCPsJQEMZDEfrlyL8LGxSK6hTnicYMGN9iQ137_FaahKGy7_ztqwr4H6bPt-_HM3bHOubdh54P4RBGZUeagtypk/w318-h400-rw/t1414.jpg
 المجموعة الثالثة ( 15 ) من الحرف اليدوية إلى الصناعة	 ▫️		 مكتبة سمير للنشر	 بيروت	 1972م	 الأولى 	 1 	 14 	https://www.lisanarb.com/2024/04/15-pdf.html	 https://archive.org/download/lis_at141/lis_at14115.pdf https://archive.org/stream/lis_at141/lis_at14115#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgTSKWr9knoqGJnA0xsUh3cdB8xo7vTn0barbdNiJ5NRqRE9UxR6DfjeaLv-UnKDVH4SaEfW-5Pi20jOPeiD9iBoFSjGOhUvGTIuGYywzPQ843wohdJ7xwgOYp8paQQRWf4fPVGfnhBkZcSJkRUaKKIfgKvFTuRvBTNt4Cm4oFxSEJcciNu9mzK1F9U/w318-h400-rw/t1413.jpg
 المجموعة الثالثة ( 14 ) من الحرف اليدوية إلى الصناعة	 ▫️		 مكتبة سمير للنشر	 بيروت	 1972م	 الأولى 	 1 	 14 	https://www.lisanarb.com/2024/04/14-pdf.html	 https://archive.org/download/lis_at141/lis_at14114.pdf https://archive.org/stream/lis_at141/lis_at14114#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgALnAWxUC2r2ojC_OS5-LK_tyBkQBfQ8ut0pMwo7bHizFusq2GMzGYNbRlXnnr-OQDyQyCfedXsOR5uSIyVguDOxhUuldPN0sqHz_pDhDfWWT0otaY3OfhQTvDntD9hTvn0AmaOzRIn3b3k3PFxMG7OQNSk3lW11diC6rtt0rxx_XHws6QayNhtWKa/w318-h400-rw/t1412.jpg
 المجموعة الثالثة ( 13 ) من الحرف اليدوية إلى الصناعة	 ▫️		 مكتبة سمير للنشر	 بيروت	 1972م	 الأولى 	 1 	 14 	https://www.lisanarb.com/2024/04/13-pdf.html	https://archive.org/download/lis_at141/lis_at14113.pdf https://archive.org/stream/lis_at141/lis_at14113#mode/2up 	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhNBBJSskyQima1ojYk3BdXLo7H2un9fULduMy7Wl656kVweZtDrU0XLMZORs7BzFFzzP-QGoBf1Eif00NLSaDvYZhI37-OlGoeyLDTxhyphenhyphenQZpyJycsh-QLu0Zbx1m6NC7sJXpOhD3EWon16EZO_TycJapxma2f2BDDlNDDnveA6yvq_QVPQ1seVuREo/w318-h400-rw/t1411.jpg
 شرح الجاربردي على الشافية في الصرف (دار إحياء التراث)	 فخر الدين أحمد بن حسين الجاربردي (ت 746هـ)	 علي كمال	 دار إحياء التراث العربي للنشر والتوزيع	 لبنان	 2014م	 الأولى	 1 	 509 	https://www.lisanarb.com/2024/04/pdf_999.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjhCQDnXRO1j0U38YpkPsKiKNjur2nIvlJgMv7Dy2TZLlmGzMp6w0nFoQDlPJUx0ynCLxyoJS-hHpg5TsVh8KSX7P4qaa0SFUUzLWjlbNyS0D8FgjslMk7OSE_c4bl4Nkj-s_kc7ERpKaMj3VKQHyaIl5CIQcxMA-hgbQ8Pp7S00M4Ci-DRlp1nQTXt/w318-h400-rw/NQg6.jpg
 شافية ابن الحاجب فى ضوء الدرس اللغوي الحديث (نص المتن كاملا)	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 د. البدراوي زهران	 دار الآفاق العربية للنشر والتوزيع	 مصر	 2010م	 الأولى	 1 	 256 	https://www.lisanarb.com/2024/04/pdf_920.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhimybyTG-ic6F0MZytxJaTLfTOyBDKof55jx2AAPM3pT76ERHcC9tDt6M4nt9Ptr5Pbgjy1utwU_oEEU-A_kyKXTNre2uPJhyP0ImeflfB0W_jrElQu4oraV2uiOyJxeYjY2mwGCkNfjenPl9guyCzdZoW9b2vhAHAb8lCkqBwryHiTGmPRVL7BEBq/w318-h400-rw/NQg5.jpg
 تفصيل شرح شافية ابن الحاجب	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 محمد أحمد آل عبيد	 دار روافد للطباعة والنشر والتوزيع، أطياف للنشر والتوزيع		 2017م	 الأولى	 1 	 524 	https://www.lisanarb.com/2024/04/pdf_684.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEivlUpxdo9S12KvWWvv-kcOxdEYzpr-ism7Pz0-slYzsm_yBngAMtLLlZK2LMMC0EYVcwLfbII6pcHiMoAHErqkHt9ibnl5t1TIcKbXm41eSVvAMszrcabbO_8aNH12f1sXI5DcZ_odOb6gbnZ-tuSZtdWTjVCb9Y5-h59xapFiuMC1AjoHtTI_vKiS/w318-h400-rw/NQg4.jpg
 المناهج الكافية في شرح الشافية في علمي الصرف والخط	 ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 الدكتور 	 مؤسسة الكتب الثقافية للنشر والتوزيع	 بيروت - لبنان	 1439هـ	 الأولى	 1 	 922 	https://www.lisanarb.com/2024/04/pdf_758.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiic3qYVWgEmdhDncO-jwqPBqErXpoDuF1PysnlvUin4xf1b-s-1t8d7koN_O589iwDOGoFvYdl2qiPlZCsItaTAWGZ459_160XGGt31U-hgMLFh_wb8-g6PVpBlrG9uIBdgKqZ31xg_Tus4LyqzFctXqkHNtZ5jq_OzP9wkbc4AMGtq3xHPfbJihKY/w318-h400-rw/NQg3.jpg
 القيود الوافية في شرح الشافية لمحمد معين الدين بن كمال الدين الفسائي ت1134هـ   دراسة وتحقيق	 محمد معين الدين بن كمال الدين الفسائي (ت 1134هـ )	 القيود الوافية في شرح الشافية لمحمد معين الدين بن كمال الدين الفسائي ت1134هـ   دراسة وتحقيق	 دار الرضوان للنشر والتوزيع	 الأردن	 2019م	 الأولى	 1 		https://www.lisanarb.com/2024/04/pdf_461.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjf3b4RpjOG6bEui51nxcVbF4c7NmVCqJ91lng1Ch8J9lCvbP_-LABbyG_OGHqQBZFwtnZ_3jh0iMCqm5ppzPXnDwxfyHS9_xjuGG605k1QfcRkcXaQpH58qBN3tZ4DuAT-cC2mKtTTgrNlIfJzSTb4vdw17S_tu1ZkjDTGqv0y9a-Nr0gzrjudT3Tz/w318-h400-rw/NQg2.jpg
 الشافية في علم التصريف ؛ ويليها الوافية نظم الشافية	 جمال الدين الدويني / ابن الحاجب، جمال الدين بن عثمان بن عمر (ت 646هـ)	 الدكتور درويش الجويدي	 المكتبة العصرية للطباعة والنشر	 القاهرة	 2008م	 الأولى	 1 	 204 	https://www.lisanarb.com/2024/04/pdf_872.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjiwKkonroSSctnBAt-RiPfIbTFO258_M46qesM6yzQcVJyANsmNMuK1RTct6lygggbaLJgxRaK_sJAM8p7PKe9t41YqW3MDIG_XPdLVa_16yD_qjbYyg-_BIN6KTWdJcfmad8aXjyWI7emAoPAV1pATkl0Zo1oRiw_XuRL3duSI5LywDJP5e2lh7se/w318-h400-rw/NQg1.jpg
 شرح ديوان البحتري مع مقدمة في سيرته وشعره	 ▫️	 إيليا حاوي	 الشركة العالمية للكتاب	 بيروت، لبنان	 1996م	 الأولى	 2 	 1056 	https://www.lisanarb.com/2024/04/pdf_547.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjPOVeMkB2OtcYQ47NADE9uMWF6KTDfAKL1Ik1O_RYt3skdmJ3EG_vicumfH_grjENuIh1Lo-xunshTvRW92lV-8wLh1gvOhbwqdTMuNGmgSyydOW-rsGaTqFIiSa_Nh-StSiyynx7dUMJB7c6zlJVwriztJsuRTt0sLSaupYEXFTVa4mcha8tbaNq7/w318-h400-rw/UvT6.jpg
 سينية البحتري البعد النفسي والمعارضة	 ▫️		 دار غريب للطباعة والنشر	 لبنان	 1996م	 الأولى	 1 	 140 	https://www.lisanarb.com/2024/04/pdf_370.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiOtYOMJZI1PX9urrhMaVqWEoWnfaeVhOdh3Te0E5Hj725ebpIxQDpjx7Ux7pLcwmf6BMyHxVjvZjGDQGxim78u-sLgAY-qODgVOEDqYqpfgEOvXVHYPwa93jM45ne_wZ1C5aPndZIi1-QXBmq2pX_gOFIOy1dHEDCWwTZyQJSmoUPTITEkMCrPBw6k/w318-h400-rw/UvT5.jpg
 ديوان الحماسة (حماسة البحتري)	 ▫️	 محمود رضوان ديوب	 دار الكتب العلمية للطباعة والنشر والتوزيع	 لبنان	 2020م	 الأولى	 1 	 336 	https://www.lisanarb.com/2024/04/pdf_911.html		https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjp5xJtRJQymshQgmQPxGpPEPh3DgDTig72PQKMLiLkNVFqEjHr5PxK-ZXICQs8URnQUMLiIHM0MHR5L0SgB4JwpzDbg1JLvTJeuoymuvkd0VuhQj7SJM61RYlwRvqZG6R5KExjEVCNv8eoYD7wDpcErPnIkOHui_hQhVnfmqq2f7Zn_4W9cnBeFhM7/w318-h400-rw/UvT4.jpg
